longitude,latitude,annotation
-122.015098,45.643354,outdoor
-122.015129,45.643375,outdoor
-122.015158,45.643415,outdoor
-122.01529,45.643582,outdoor
-122.015272,45.643552,outdoor
-122.0153,45.64353,outdoor
-122.01534,45.643531,outdoor
-122.015385,45.643506,outdoor
-122.015389,45.643549,outdoor
-122.015423,45.643587,outdoor
-122.015341,45.643577,outdoor
-122.015296,45.643558,outdoor
-122.015252,45.643532,outdoor
-122.015212,45.643499,outdoor
-122.014997,45.643351,outdoor
-122.014804,45.64323,outdoor
-122.014611,45.643109,outdoor
-122.014668,45.643119,outdoor
-122.014697,45.643095,outdoor
-122.01467,45.643063,outdoor
-122.014619,45.643053,outdoor
-122.014579,45.643043,outdoor
-122.014537,45.643053,outdoor
-122.014499,45.643052,outdoor
-122.014452,45.643057,outdoor
-122.014416,45.643067,outdoor
-122.014465,45.643066,outdoor
-122.014528,45.643069,outdoor
-122.014549,45.643038,outdoor
-122.014589,45.643017,outdoor
-122.014602,45.642985,outdoor
-122.014576,45.642963,outdoor
-122.014535,45.642948,outdoor
-122.014489,45.642941,outdoor
-122.014478,45.642913,outdoor
-122.01456,45.642914,outdoor
-122.014588,45.642936,outdoor
-122.014622,45.64296,outdoor
-122.014648,45.642988,outdoor
-122.014655,45.643015,outdoor
-122.014614,45.643045,outdoor
-122.01458,45.643058,outdoor
-122.014531,45.643049,outdoor
-122.014484,45.643025,outdoor
-122.014544,45.643016,outdoor
-122.01459,45.642998,outdoor
-122.014641,45.643007,outdoor
-122.014733,45.643031,outdoor
-122.014773,45.64302,outdoor
-122.014805,45.643002,outdoor
-122.014844,45.642982,outdoor
-122.014802,45.64298,outdoor
-122.014787,45.642954,outdoor
-122.014786,45.642926,outdoor
-122.014779,45.642892,outdoor
-122.014745,45.64286,outdoor
-122.014696,45.642843,outdoor
-122.014651,45.642837,outdoor
-122.014625,45.642815,outdoor
-122.014613,45.642784,outdoor
-122.014585,45.642758,outdoor
-122.014544,45.642751,outdoor
-122.014501,45.642748,outdoor
-122.014457,45.64274,outdoor
-122.014457,45.642712,outdoor
-122.014467,45.642669,outdoor
-122.014474,45.642623,outdoor
-122.014482,45.642585,outdoor
-122.014483,45.642548,outdoor
-122.014475,45.642517,outdoor
-122.014459,45.642491,outdoor
-122.014423,45.64247,outdoor
-122.014385,45.642466,outdoor
-122.01435,45.642488,outdoor
-122.014302,45.642503,outdoor
-122.014254,45.642505,outdoor
-122.014228,45.642482,outdoor
-122.014199,45.6425,outdoor
-122.014144,45.642494,outdoor
-122.014083,45.642506,outdoor
-122.014035,45.642515,outdoor
-122.013982,45.642524,outdoor
-122.013937,45.642537,outdoor
-122.013901,45.642549,outdoor
-122.013861,45.642542,outdoor
-122.013823,45.642525,outdoor
-122.013781,45.642517,outdoor
-122.013731,45.642509,outdoor
-122.013686,45.642516,outdoor
-122.013644,45.642531,outdoor
-122.013596,45.642542,outdoor
-122.013542,45.642557,outdoor
-122.013504,45.642571,outdoor
-122.013461,45.642579,outdoor
-122.013415,45.642584,outdoor
-122.013395,45.642559,outdoor
-122.01339,45.642532,outdoor
-122.013335,45.642514,outdoor
-122.013299,45.642501,outdoor
-122.013263,45.642471,outdoor
-122.013238,45.642436,outdoor
-122.013224,45.6424,outdoor
-122.013222,45.642372,outdoor
-122.013225,45.642339,outdoor
-122.013226,45.6423,outdoor
-122.013185,45.642317,outdoor
-122.013147,45.642329,outdoor
-122.0131,45.642299,outdoor
-122.013064,45.642269,outdoor
-122.013041,45.642244,outdoor
-122.013027,45.642199,outdoor
-122.013001,45.642176,outdoor
-122.012989,45.642145,outdoor
-122.013026,45.642128,outdoor
-122.013027,45.642097,outdoor
-122.013034,45.64207,outdoor
-122.012987,45.642079,outdoor
-122.012956,45.642063,outdoor
-122.012923,45.642036,outdoor
-122.012883,45.642035,outdoor
-122.012857,45.642062,outdoor
-122.012827,45.642081,outdoor
-122.012788,45.642084,outdoor
-122.012721,45.64208,outdoor
-122.012668,45.642092,outdoor
-122.012643,45.642112,outdoor
-122.012627,45.642141,outdoor
-122.012593,45.642168,outdoor
-122.012567,45.642203,outdoor
-122.012549,45.642227,outdoor
-122.012525,45.642249,outdoor
-122.01251,45.642275,outdoor
-122.012475,45.642294,outdoor
-122.012454,45.642322,outdoor
-122.012459,45.642352,outdoor
-122.012449,45.642378,outdoor
-122.012411,45.642382,outdoor
-122.012371,45.642388,outdoor
-122.012328,45.64238,outdoor
-122.012286,45.642383,outdoor
-122.012239,45.642393,outdoor
-122.012199,45.642405,outdoor
-122.012203,45.642436,outdoor
-122.012157,45.64243,outdoor
-122.012112,45.642429,outdoor
-122.012067,45.642444,outdoor
-122.012023,45.642454,outdoor
-122.011971,45.642436,outdoor
-122.011922,45.642435,outdoor
-122.011866,45.642447,outdoor
-122.011827,45.642453,outdoor
-122.011758,45.642487,outdoor
-122.011722,45.642507,outdoor
-122.011666,45.642529,outdoor
-122.011616,45.642552,outdoor
-122.011574,45.642581,outdoor
-122.011535,45.642608,outdoor
-122.011493,45.642627,outdoor
-122.011455,45.642637,outdoor
-122.011445,45.64267,outdoor
-122.011436,45.642702,outdoor
-122.011468,45.642661,outdoor
-122.011518,45.642638,outdoor
-122.011608,45.642634,outdoor
-122.011598,45.642678,outdoor
-122.011555,45.642702,outdoor
-122.011514,45.642724,outdoor
-122.011441,45.642767,outdoor
-122.011385,45.642798,outdoor
-122.01135,45.642821,outdoor
-122.011323,45.642845,outdoor
-122.011288,45.642884,outdoor
-122.011288,45.642813,outdoor
-122.011284,45.642766,outdoor
-122.011331,45.642739,outdoor
-122.011383,45.642728,outdoor
-122.011437,45.642699,outdoor
-122.011549,45.642397,outdoor
-122.011554,45.642349,outdoor
-122.011574,45.642305,outdoor
-122.011594,45.642278,outdoor
-122.011643,45.642235,outdoor
-122.0117,45.642274,outdoor
-122.011751,45.642285,outdoor
-122.011791,45.642296,outdoor
-122.011854,45.642298,outdoor
-122.011928,45.642308,outdoor
-122.011976,45.642326,outdoor
-122.012049,45.642349,outdoor
-122.012089,45.642364,outdoor
-122.012152,45.642383,outdoor
-122.012215,45.642396,outdoor
-122.012293,45.642408,outdoor
-122.012332,45.642406,outdoor
-122.01238,45.642394,outdoor
-122.01237,45.642363,outdoor
-122.012339,45.642322,outdoor
-122.012311,45.642361,outdoor
-122.012272,45.642398,outdoor
-122.012228,45.642384,outdoor
-122.012247,45.642354,outdoor
-122.012286,45.64234,outdoor
-122.012249,45.642371,outdoor
-122.012209,45.64238,outdoor
-122.012171,45.642389,outdoor
-122.012127,45.642403,outdoor
