longitude,latitude,annotation
-84.275774,46.59227,outdoor
-84.275745,46.592252,outdoor
-84.2757,46.592232,outdoor
-84.275647,46.592217,outdoor
-84.275602,46.592208,outdoor
-84.275541,46.5922,outdoor
-84.275487,46.592192,outdoor
-84.275472,46.592186,outdoor
-84.275433,46.592173,outdoor
-84.275381,46.592157,outdoor
-84.275344,46.592146,outdoor
-84.27528,46.592144,outdoor
-84.275254,46.59214,outdoor
-84.275199,46.592124,outdoor
-84.275152,46.592115,outdoor
-84.275113,46.5921,outdoor
-84.275075,46.592076,outdoor
-84.275013,46.592059,outdoor
-84.274944,46.592046,outdoor
-84.274898,46.592045,outdoor
-84.27485,46.592025,outdoor
-84.274807,46.591992,outdoor
-84.274746,46.59198,outdoor
-84.27472,46.591972,outdoor
-84.274674,46.59195,outdoor
-84.274608,46.591934,outdoor
-84.274565,46.591925,outdoor
-84.274515,46.591917,outdoor
-84.274471,46.591901,outdoor
-84.274428,46.591873,outdoor
-84.274407,46.591862,outdoor
-84.274349,46.591838,outdoor
-84.274311,46.591813,outdoor
-84.274272,46.591812,outdoor
-84.274231,46.591791,outdoor
-84.274218,46.591779,outdoor
-84.274178,46.591769,outdoor
-84.27413,46.59175,outdoor
-84.274078,46.591736,outdoor
-84.27406,46.591733,outdoor
-84.274002,46.591713,outdoor
-84.273961,46.591703,outdoor
-84.273951,46.591701,outdoor
-84.273912,46.591677,outdoor
-84.273878,46.591657,outdoor
-84.273833,46.591652,outdoor
-84.273789,46.591623,outdoor
-84.273743,46.591616,outdoor
-84.27373,46.591614,outdoor
-84.273688,46.591607,outdoor
-84.273645,46.591605,outdoor
-84.273599,46.591597,outdoor
-84.273582,46.591593,outdoor
-84.273524,46.591577,outdoor
-84.273502,46.591568,outdoor
-84.273431,46.591566,outdoor
-84.27337,46.59156,outdoor
-84.273309,46.591544,outdoor
-84.27324,46.591533,outdoor
-84.273199,46.591524,outdoor
-84.273161,46.591505,outdoor
-84.273146,46.591499,outdoor
-84.273106,46.59149,outdoor
-84.273069,46.591479,outdoor
-84.273042,46.591458,outdoor
-84.273003,46.591433,outdoor
-84.272986,46.591426,outdoor
-84.272945,46.591402,outdoor
-84.272931,46.591394,outdoor
-84.272906,46.591387,outdoor
-84.272883,46.591385,outdoor
-84.272869,46.59135,outdoor
-84.272862,46.591331,outdoor
-84.272838,46.591294,outdoor
-84.272795,46.591283,outdoor
-84.272783,46.591281,outdoor
-84.272748,46.591259,outdoor
-84.272738,46.591255,outdoor
-84.272723,46.591248,outdoor
-84.272713,46.591237,outdoor
-84.272701,46.591232,outdoor
-84.272694,46.591255,outdoor
-84.272691,46.591259,outdoor
-84.272708,46.591272,outdoor
-84.272713,46.591276,outdoor
